Rank, name, year, rating, votes, genres, runtime, titleType, link, certificate, plot, image, director, writer, actors, awards, boxOffice, country, language, rottenTomatoes, metacritic
"139", "Ataturk 1881-1919", "2024", "8.8", "9278", "Biography,Drama,History", "50", "tvMiniSeries", "https://www.imdb.com/title/tt15676170/", "", "The early life story of Veteran Mustafa Kemal Atatürk, the founding father of the Republic of Turkey and its first President, supreme commander of Turkish War of Independence, and revolutionary statesman.", "https://m.media-amazon.com/images/M/MV5BYTEwZjUzMDQtY2YwNi00OTY4LTg0ZDYtNWZmYzIxYjM0YTU1XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Aras Bulut Iynemli, Sarp Akkaya, Esra Bilgiç", "3 wins & 1 nomination", "", "Turkey", "Turkish", "", ""
"140", "Forensic Files", "1996", "8.8", "8298", "Crime,Documentary", "30", "tvSeries", "https://www.imdb.com/title/tt0247882/", "TV-14", "A series featuring detailed accounts on how notable crimes and diseases were solved through forensic science.", "https://m.media-amazon.com/images/M/MV5BNzUwYjY2YWItZTUxYy00NmE4LTlmYTMtMmU1MTQ5YmRmMWIxXkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg", "", "Paul Dowling", "Peter Thomas, Tom Bevel, Skip Palenik", "1 nomination total", "", "United States", "English", "", ""
"141", "Kingdom", "2012", "8.8", "7002", "Action,Animation,Drama", "25", "tvSeries", "https://www.imdb.com/title/tt2404499/", "TV-MA", "In ancient China, a young boy dreams of becoming the greatest general of the Qin Kingdom.", "https://m.media-amazon.com/images/M/MV5BNmIxNDk4YWItYWE2Ny00ZTdhLWEyODgtZDkxYjY1NzZjMTQ3XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Masakazu Morita, Jun Fukuyama, Rie Kugimiya", "1 win & 1 nomination total", "", "Japan", "Japanese", "", ""
"142", "Air Crash Investigation", "2003", "8.8", "6883", "Crime,Documentary,History", "45", "tvSeries", "https://www.imdb.com/title/tt0386950/", "TV-14", "Dramatized reconstruction of real-life air disasters, along with interviews with aviation experts and eyewitnesses.", "https://m.media-amazon.com/images/M/MV5BMTFkMDRjMzEtYTNkYS00YmY3LTkxODUtZGQ3MDI1Zjg3ZWViXkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg", "", "Andre Barro, Bernard Vaillot, Greg Gransden", "Jonathan Aris, Stephen Bogaert, John Cox", "3 wins & 7 nominations total", "", "Canada", "French, Spanish, Japanese, Russian, German, English", "", ""
"143", "In the Nick of Time", "2005", "8.8", "6757", "Comedy,Drama,Mystery", "45", "tvSeries", "https://www.imdb.com/title/tt0491739/", "", "Five strangers witness the death of a former government official in an elevator of a luxurious hotel and they soon find themselves tangled in a huge mystery.", "https://m.media-amazon.com/images/M/MV5BYjE2MzIyMjgtNTA3Mi00YmI3LWEwODYtNzlhNDY5ODJkMDNhXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Smaragda Karydi, Elisavet Konstantinidou, Giorgos Kapoutzidis", "", "", "Greece", "Greek, English", "", ""
"144", "Bandon Mein Tha Dum!", "2022", "8.8", "6480", "Documentary,Sport", "48", "tvMiniSeries", "https://www.imdb.com/title/tt20779822/", "", "Bandon Mein Tha Dum is a documentary series which follows the Border-Gavaskar Trophy Test series of 2020-21 which resulted in India stunningly defeating Australia at their home turf of Gabba, where they hadn't lost a test match in...", "https://m.media-amazon.com/images/M/MV5BZGMzMmNkZTctOGM2MS00NmQzLTgxZjktZDdlYzA0Zjk2ODFkXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Ajinkya Rahane, Ravichandran Ashwin, Cheteshwar Pujara", "1 nomination", "", "India", "English, Hindi", "", ""
"145", "30 for 30", "2009", "8.8", "6145", "Biography,Documentary,History", "60", "tvSeries", "https://www.imdb.com/title/tt1408430/", "TV-G", "A collection of documentary films focused on sports.", "https://m.media-amazon.com/images/M/MV5BMTI0ZDNiNmEtYzVlOS00NGYxLThhOGEtNjM1YWZkNDQzZDVkXkEyXkFqcGc@._V1_SX300.jpg", "", "Connor Schell, Bill Simmons, John Dahl", "Brent Musburger, Chuck D, Larry Bird", "Nominated for 3 Primetime Emmys. 13 wins & 46 nominations total", "", "United States", "English", "", ""
"146", "Future Boy Conan", "1978", "8.8", "5852", "Adventure,Animation,Comedy", "24", "tvSeries", "https://www.imdb.com/title/tt0077013/", "TV-PG", "Long after a devastating war almost destroyed the entire world, a boy with superhuman strength fights to save his friends from those who seek to conquer what is left of civilization.", "https://m.media-amazon.com/images/M/MV5BZGExZWQ4MWYtZDQzZC00YjI4LWI1OTItMGJjMGEyNTU3MDRiXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Noriko Ohara, Sabrina Pitre, Masatô Ibu", "", "", "Japan", "Japanese", "", ""
"147", "The Storyteller", "1987", "8.8", "5831", "Adventure,Drama,Family", "24", "tvSeries", "https://www.imdb.com/title/tt0092383/", "TV-Y7", "An old storyteller tells European folk tales to his sarcastic dog.", "https://m.media-amazon.com/images/M/MV5BMjAyNzY2Nzg4M15BMl5BanBnXkFtZTgwODk2MzkwMzE@._V1_SX300.jpg", "", "Jim Henson", "John Hurt, Brian Henson, Frederick Warder", "Won 1 Primetime Emmy. 4 wins & 3 nominations total", "", "United Kingdom, United States", "English", "", ""
"148", "Besa: Blood Oath", "2018", "8.8", "5640", "Crime,Drama", "45", "tvSeries", "https://www.imdb.com/title/tt9170318/", "", "Uros Peric is a small business man from Belgrade. He kills a daughter of an Albanian mob boss in a car accident. In order to save his family, he is forced to commit crimes for the mafia.", "https://m.media-amazon.com/images/M/MV5BMjY5YzQxM2UtNGFjMi00NTAyLTk0ZWItMWY1MjI2MmZhODkwXkEyXkFqcGc@._V1_SX300.jpg", "", "Tony Jordan, Igor Stoimenov", "Radivoje Bukvic, Arben Bajraktaraj, Milos Timotijevic", "1 win & 5 nominations total", "", "Serbia", "Serbian, Croatian, Albanian, English, Dutch", "", ""
"149", "7 Numara", "2000", "8.8", "5615", "Comedy", "45", "tvSeries", "https://www.imdb.com/title/tt0992966/", "", "A couple with no kids, four city girls and three country boys, all under the same roof: arguing, fighting and sometimes understanding they are not that much different.", "https://m.media-amazon.com/images/M/MV5BNWU5YTE2YjctZWYzMy00NGY0LTlkYTYtNDcyZTE5YjNkZjI2XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Emin Olcay, Engin Yüksel, Nuray Uslu", "", "", "Turkey", "Turkish", "", ""
"150", "Humsafar", "2011", "8.8", "5278", "Drama,Romance", "35", "tvSeries", "https://www.imdb.com/title/tt2403201/", "", "Khirad and Ashar are a couple who are pressured into marriage due to the untimely death of Khirad's mother. However, Sara, Ashar's best friend, is heartbroken because she is in love with him.", "https://m.media-amazon.com/images/M/MV5BZWFmZmY2ODgtYzRjZi00MjQ4LTkzYjctY2JiZDc0ZDQ2YjYzXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Fawad Khan, Mahira Khan, Atiqa Odho", "", "", "Pakistan", "Urdu", "", ""
"151", "Kurukshetra", "2025", "8.8", "5154", "Action,Adventure,Animation", "30", "tvSeries", "https://www.imdb.com/title/tt38235589/", "TV-MA", "An epic 18-day battle unfolds through the perspectives of 18 warriors, revealing their inner struggles and ethical challenges during a war between brothers.", "https://m.media-amazon.com/images/M/MV5BMmVhMmMxNmYtYTRkOS00NWQzLTk5ZDEtM2JhNjNjYjg0YmYxXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Sahil Vaid, Saumya Daan, Anamaya Verma", "", "", "India", "Hindi", "", ""
"152", "Zindagi Gulzar Hai", "2012", "8.8", "5012", "Romance", "42", "tvSeries", "https://www.imdb.com/title/tt2828240/", "", "A school teacher was left by her husband with her 3 daughters and marries another women for the sake of getting a male child. The story focuses on gender biasness and the difference between the classes in terms of the affluence le...", "https://m.media-amazon.com/images/M/MV5BMjhjYmZhMzUtYmQyYS00OTkzLWJkNTctOTlkMTM5MWZlM2NkXkEyXkFqcGdeQXVyNjI1OTAxMDA@._V1_SX300.jpg", "", "", "Sanam Saeed, Fawad Khan, Samina Peerzada", "", "", "Pakistan", "Urdu, English, Arabic", "", ""
"153", "Peaky Blinders", "2013", "8.7", "791728", "Crime,Drama", "60", "tvSeries", "https://www.imdb.com/title/tt2442560/", "TV-MA", "A gangster family epic set in 1919 Birmingham, England; centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.", "https://m.media-amazon.com/images/M/MV5BOGM0NGY3ZmItOGE2ZC00OWIxLTk0N2EtZWY4Yzg3ZDlhNGI3XkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg", "", "Steven Knight", "Cillian Murphy, Paul Anderson, Sophie Rundle", "Won 1 BAFTA Award. 25 wins & 56 nominations total", "", "United Kingdom, United States", "English, Romanian, Irish Gaelic, Italian, Yiddish, French", "", ""
"154", "Black Mirror", "2011", "8.7", "747806", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt2085059/", "TV-MA", "Featuring stand-alone dramas -- sharp, suspenseful, satirical tales that explore techno-paranoia -- "Black Mirror" is a contemporary reworking of "The Twilight Zone" with stories that tap into the collective unease about the moder...", "https://m.media-amazon.com/images/M/MV5BODcxMWI2NDMtYTc3NC00OTZjLWFmNmUtM2NmY2I1ODkxYzczXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg", "", "Charlie Brooker", "Anjana Vasan, Cristin Milioti, Jesse Plemons", "Won 6 Primetime Emmys. 48 wins & 186 nominations total", "", "United Kingdom", "English", "", ""
"155", "House", "2004", "8.7", "600039", "Drama", "45", "tvSeries", "https://www.imdb.com/title/tt0412142/", "TV-14", "Using a crack team of doctors and his wits, an antisocial maverick doctor specializing in diagnostic medicine does whatever it takes to solve puzzling cases that come his way.", "https://m.media-amazon.com/images/M/MV5BMjgxYjAwNmMtYTAwZC00YmQxLWJlOTMtMWM0NGJmNDE0YmI2XkEyXkFqcGc@._V1_SX300.jpg", "", "David Shore", "Hugh Laurie, Omar Epps, Robert Sean Leonard", "Won 5 Primetime Emmys. 58 wins & 140 nominations total", "", "United States", "English", "", ""
"156", "Dark", "2017", "8.7", "560688", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt5753856/", "TV-MA", "A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.", "https://m.media-amazon.com/images/M/MV5BOWJjMGViY2UtNTAzNS00ZGFjLWFkNTMtMDBiMDMyZTM1NTY3XkEyXkFqcGc@._V1_QL75_UX380_CR0,57,380,562_.jpg", "", "Baran bo Odar, Jantje Friese", "Louis Hofmann, Karoline Eichhorn, Lisa Vicari", "8 wins & 23 nominations total", "", "Germany, United States", "German, English, German Sign Language", "", ""
"157", "Narcos", "2015", "8.7", "535697", "Biography,Crime,Drama", "50", "tvSeries", "https://www.imdb.com/title/tt2707408/", "TV-MA", "A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.", "https://m.media-amazon.com/images/M/MV5BNzQwOTcwMzIwN15BMl5BanBnXkFtZTgwMjYxMTA0NjE@._V1_SX300.jpg", "", "Carlo Bernard, Chris Brancato, Doug Miro", "Pedro Pascal, Wagner Moura, Boyd Holbrook", "Nominated for 3 Primetime Emmys. 8 wins & 22 nominations total", "", "United States, Colombia", "English, Spanish", "", ""
"158", "Ted Lasso", "2020", "8.7", "463216", "Comedy,Drama,Sport", "30", "tvSeries", "https://www.imdb.com/title/tt10986410/", "TV-MA", "American college football coach Ted Lasso is hired to manage AFC Richmond, a struggling English soccer club, and must win over skeptical players, staff, and fans.", "https://m.media-amazon.com/images/M/MV5BZmI3YWVhM2UtNDZjMC00YTIzLWI2NGUtZWIxODZkZjVmYTg1XkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg", "", "Jason Sudeikis, Brendan Hunt, Joe Kelly", "Hannah Waddingham, Brendan Hunt, Jason Sudeikis", "Won 13 Primetime Emmys. 73 wins & 213 nominations total", "", "United States, United Kingdom", "English", "", ""
"159", "South Park", "1997", "8.7", "447903", "Animation,Comedy", "22", "tvSeries", "https://www.imdb.com/title/tt0121955/", "TV-MA", "The misadventures of four foul-mouthed, dirty-minded, irreverent grade-schoolers who live in the quiet, dysfunctional mountain town of South Park, Colorado.", "https://m.media-amazon.com/images/M/MV5BNTBlMzA3ZTUtODZjNi00NTM0LWExMjMtNjJhYzA3YTkwMWYwXkEyXkFqcGc@._V1_SX300.jpg", "", "Trey Parker, Matt Stone, Brian Graden", "Trey Parker, Matt Stone, Isaac Hayes", "Won 5 Primetime Emmys. 21 wins & 96 nominations total", "", "United States", "English", "", ""
"160", "Invincible", "2021", "8.7", "352164", "Action,Adventure,Animation", "50", "tvSeries", "https://www.imdb.com/title/tt6741278/", "TV-MA", "When 17-year-old Mark Grayson inherits superpowers, he becomes the superhero Invincible.", "https://m.media-amazon.com/images/M/MV5BZGM5MmM2ZDAtMzBjNS00NjMxLWE4ZTMtNzFjMWMxYzU2ZThjXkEyXkFqcGc@._V1_QL75_UY562_CR35,0,380,562_.jpg", "", "Robert Kirkman, Ryan Ottley, Cory Walker", "Steven Yeun, J.K. Simmons, Sandra Oh", "Nominated for 2 Primetime Emmys. 5 wins & 20 nominations total", "", "United States", "English", "", ""
"161", "Mad Men", "2007", "8.7", "294053", "Drama", "45", "tvSeries", "https://www.imdb.com/title/tt0804503/", "TV-MA", "A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.", "https://m.media-amazon.com/images/M/MV5BYTNjNjc5OWQtYjMxNC00MzEwLWIxM2UtNjU3NzhkNjZmNGI3XkEyXkFqcGc@._V1_SX300.jpg", "", "Matthew Weiner", "Jon Hamm, Elisabeth Moss, Vincent Kartheiser", "Won 16 Primetime Emmys. 167 wins & 450 nominations total", "", "United States", "English", "", ""
"162", "Fleabag", "2016", "8.7", "252449", "Comedy,Drama", "30", "tvSeries", "https://www.imdb.com/title/tt5687612/", "TV-MA", "Series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.", "https://m.media-amazon.com/images/M/MV5BMjA4MzU5NzQxNV5BMl5BanBnXkFtZTgwOTg3MDA5NzM@._V1_QL75_UX380_CR0,0,380,562_.jpg", "", "Phoebe Waller-Bridge", "Phoebe Waller-Bridge, Sian Clifford, Olivia Colman", "Won 6 Primetime Emmys. 70 wins & 71 nominations total", "", "United Kingdom", "English", "", ""
"163", "Twin Peaks", "1990", "8.7", "250417", "Crime,Drama,Mystery", "50", "tvSeries", "https://www.imdb.com/title/tt0098936/", "TV-MA", "An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.", "https://m.media-amazon.com/images/M/MV5BMTExNzk2NjcxNTNeQTJeQWpwZ15BbWU4MDcxOTczOTIx._V1_SX300.jpg", "", "Mark Frost, David Lynch", "Kyle MacLachlan, Michael Ontkean, Mädchen Amick", "Won 2 Primetime Emmys. 19 wins & 45 nominations total", "", "United States", "English, Icelandic, Afrikaans, Norwegian", "", ""
"164", "Downton Abbey", "2010", "8.7", "248772", "Drama,Romance", "60", "tvSeries", "https://www.imdb.com/title/tt1606375/", "TV-PG", "A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.", "https://m.media-amazon.com/images/M/MV5BYzgzNDVjNjgtNzQxZS00N2E2LTkxNjgtNjIzMGZiM2UwYWQ2XkEyXkFqcGc@._V1_SX300.jpg", "", "Julian Fellowes", "Hugh Bonneville, Phyllis Logan, Elizabeth McGovern", "Won 15 Primetime Emmys. 61 wins & 231 nominations total", "", "United Kingdom", "English", "", ""
"165", "Naruto: Shippuden", "2007", "8.7", "230433", "Action,Adventure,Animation", "24", "tvSeries", "https://www.imdb.com/title/tt0988824/", "TV-PG", "Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.", "https://m.media-amazon.com/images/M/MV5BNTk3MDA1ZjAtNTRhYS00YzNiLTgwOGEtYWRmYTQ3NjA0NTAwXkEyXkFqcGc@._V1_SX300.jpg", "", "Masashi Kishimoto", "Alexandre Crepet, Junko Takeuchi, Maile Flanagan", "2 wins & 10 nominations total", "", "Japan", "Japanese", "", ""
"166", "Rome", "2005", "8.7", "206870", "Action,Drama,Romance", "60", "tvSeries", "https://www.imdb.com/title/tt0384766/", "TV-MA", "The lives of both illustrious and ordinary Romans in the last days of the Roman Republic.", "https://m.media-amazon.com/images/M/MV5BMGQ0M2YxMGEtMDQ2MC00NGEwLTliMTQtODVkYWZkNDFkM2Y3XkEyXkFqcGc@._V1_SX300.jpg", "", "Bruno Heller, William J. MacDonald, John Milius", "Kevin McKidd, Ray Stevenson, Polly Walker", "Won 7 Primetime Emmys. 19 wins & 36 nominations total", "", "United Kingdom, United States", "English", "", ""
"167", "Battlestar Galactica", "2004", "8.7", "188359", "Action,Adventure,Drama", "45", "tvSeries", "https://www.imdb.com/title/tt0407362/", "TV-14", "When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.", "https://m.media-amazon.com/images/M/MV5BNmMzYzdmNWMtM2ZmMi00Y2E2LWI5ZTMtYWJlNmJiMDgyYWRiXkEyXkFqcGc@._V1_SX300.jpg", "", "Glen A. Larson, Ronald D. Moore", "Edward James Olmos, Mary McDonnell, Jamie Bamber", "Won 3 Primetime Emmys. 43 wins & 114 nominations total", "", "United States", "English", "", ""
"168", "This Is Us", "2016", "8.7", "176428", "Comedy,Drama,Romance", "45", "tvSeries", "https://www.imdb.com/title/tt5555260/", "TV-14", "A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.", "https://m.media-amazon.com/images/M/MV5BNzk4YzY2ZjUtNTQ2YS00MWQ5LTgzZjctZTRlMmZlMzNjNDc3XkEyXkFqcGc@._V1_SX300.jpg", "", "Dan Fogelman", "Milo Ventimiglia, Mandy Moore, Sterling K. Brown", "Won 4 Primetime Emmys. 67 wins & 276 nominations total", "", "United States", "English", "", ""
"169", "Six Feet Under", "2001", "8.7", "170431", "Comedy,Drama", "60", "tvSeries", "https://www.imdb.com/title/tt0248654/", "TV-MA", "When death is your business, what is your life? Laced with irony and dark situational humor, the show approaches the subject of death through the eyes of the Fisher family, who owns and operates a funeral home in Los Angeles.", "https://m.media-amazon.com/images/M/MV5BMDA5YTAxNGMtOWYxYy00ZDdkLWIwODUtNjdlYmNhMWQ5NzViXkEyXkFqcGc@._V1_SX300.jpg", "", "Alan Ball", "Peter Krause, Michael C. Hall, Frances Conroy", "Won 9 Primetime Emmys. 62 wins & 165 nominations total", "", "United States", "English", "", ""
"170", "Freaks and Geeks", "1999", "8.7", "165660", "Comedy,Drama", "45", "tvSeries", "https://www.imdb.com/title/tt0193676/", "TV-14", "A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.", "https://m.media-amazon.com/images/M/MV5BNDk4MTRlZjMtYTMxYi00ZjdkLWEyYjYtZjg1NjBlMzY2MDIzXkEyXkFqcGc@._V1_SX300.jpg", "", "Paul Feig", "Linda Cardellini, John Francis Daley, James Franco", "Won 1 Primetime Emmy. 4 wins & 16 nominations total", "", "United States", "English", "", ""
"171", "Star Trek: The Next Generation", "1987", "8.7", "151361", "Action,Adventure,Drama", "45", "tvSeries", "https://www.imdb.com/title/tt0092455/", "TV-PG", "Set almost 100 years after Captain Kirk's five-year mission, a new generation of Starfleet officers sets off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before.", "https://m.media-amazon.com/images/M/MV5BMmNiNTQ2YzYtODBjYy00ZWMwLTlmNWMtYWE1NTQ2ZTYyZmMwXkEyXkFqcGc@._V1_SX300.jpg", "", "Gene Roddenberry", "Patrick Stewart, Brent Spiner, Jonathan Frakes", "Won 18 Primetime Emmys. 40 wins & 61 nominations total", "", "United States", "English, Klingon, French", "", ""
"172", "Top Gear", "2002", "8.7", "138085", "Adventure,Comedy,Sport", "60", "tvSeries", "https://www.imdb.com/title/tt1628033/", "TV-PG", "The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.", "https://m.media-amazon.com/images/M/MV5BNTJlYmZjNDAtYjA2YS00YjAyLWI4NmYtYjFhNmM5MDEyMWJmXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Jeremy Clarkson, Richard Hammond, James May", "Nominated for 7 BAFTA 12 wins & 22 nominations total", "", "United Kingdom", "English, Italian, German, Spanish, French", "", ""
"173", "Adventure Time", "2010", "8.7", "136199", "Action,Adventure,Animation", "23", "tvSeries", "https://www.imdb.com/title/tt1305826/", "TV-PG", "A 12-year-old boy and his best friend, a wise 28-year-old dog with magical powers, go on a series of surreal adventures in a remote future.", "https://m.media-amazon.com/images/M/MV5BMjkxMzIwNmQtMzM5Ni00YWJiLTg4YjQtNjBiN2IxMjZhMGQ2XkEyXkFqcGc@._V1_SX300.jpg", "", "Pendleton Ward", "John DiMaggio, Jeremy Shada, Tom Kenny", "Won 8 Primetime Emmys. 26 wins & 50 nominations total", "", "United States, Hong Kong, Japan, South Korea, Germany", "English, Korean", "", ""
"174", "Oz", "1997", "8.7", "117792", "Crime,Drama,Thriller", "60", "tvSeries", "https://www.imdb.com/title/tt0118421/", "TV-MA", "Follows the daily activities of the Inmates at the Oswald Maximum Security Correctional Facility (aka "Oz" for short), an unusual prison where its criminal inhabitants face challenges head on behind bars and do all they can to sta...", "https://m.media-amazon.com/images/M/MV5BOTk3ZGE4ZjAtNDk2ZS00ZGRmLTljNTYtNTU3Nzc5NWQ2Y2Y4XkEyXkFqcGc@._V1_SX300.jpg", "", "Tom Fontana", "Ernie Hudson, Terry Kinney, J.K. Simmons", "Nominated for 2 Primetime Emmys. 16 wins & 56 nominations total", "", "United States", "English", "", ""
"175", "Heated Rivalry", "2025", "8.7", "113934", "Drama,Romance,Sport", "50", "tvSeries", "https://www.imdb.com/title/tt35495073/", "TV-MA", "Two rival hockey stars at the top of their game face an unexpected challenge when they develop feelings for each other, complicating their careers and the sport's expectations.", "https://m.media-amazon.com/images/M/MV5BYzYwNTk5ODYtOGVmYS00Zjc4LTk5ZDYtMTM4ODQyN2Q0MTVkXkEyXkFqcGc@._V1_QL75_UY562_CR37,0,380,562_.jpg", "", "Jacob Tierney", "Hudson Williams, Connor Storrie, François Arnaud", "3 wins & 19 nominations total", "", "Canada", "English, Russian, French", "", ""
"176", "Code Geass: Lelouch of the Rebellion", "2006", "8.7", "108947", "Action,Animation,Drama", "24", "tvSeries", "https://www.imdb.com/title/tt0994314/", "TV-14", "After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all-powerful empire.", "https://m.media-amazon.com/images/M/MV5BNTk4MWYwNmUtODFjNC00NWJhLWExNGYtMGU4YmRlNzEwOTY1XkEyXkFqcGc@._V1_SX300.jpg", "", "Gorô Taniguchi, Ichirô Ôkouchi", "Jun Fukuyama, Takahiro Sakurai, Johnny Yong Bosch", "4 wins total", "", "Japan", "Japanese", "", ""
"177", "Blue Eye Samurai", "2023", "8.7", "107087", "Action,Adventure,Animation", "45", "tvSeries", "https://www.imdb.com/title/tt13309742/", "TV-MA", "Driven by a dream of revenge against those who made her an outcast in Edo-period Japan, a young warrior cuts a bloody path toward her destiny.", "https://m.media-amazon.com/images/M/MV5BY2E4ZGIwZWYtMGRiMS00NGI2LTgwYzAtZGY5NGVhNzY3Yjk0XkEyXkFqcGc@._V1_SX300.jpg", "", "Michael Green, Amber Noizumi", "Maya Erskine, George Takei, Masi Oka", "Won 4 Primetime Emmys. 16 wins & 10 nominations total", "", "United States", "English", "", ""
"178", "The Shield", "2002", "8.7", "98457", "Crime,Drama,Thriller", "45", "tvSeries", "https://www.imdb.com/title/tt0286486/", "TV-MA", "A gang of corrupt Los Angeles Police Department cops uses illegal methods to maintain law and order, whilst engaging in a series of undercover dealings secretly in order to get rich.", "https://m.media-amazon.com/images/M/MV5BMTcwNzQwODI5NV5BMl5BanBnXkFtZTcwNzQxMjI5MQ@@._V1_SX300.jpg", "", "Shawn Ryan", "Michael Chiklis, Michael Jace, Jay Karnes", "Won 1 Primetime Emmy. 15 wins & 62 nominations total", "", "United States", "English", "", ""
"179", "The Grand Tour", "2016", "8.7", "95963", "Adventure,Comedy,Sport", "60", "tvSeries", "https://www.imdb.com/title/tt5712554/", "TV-14", "Jeremy, Richard and James embark on an adventure across the globe, driving new and exciting automobiles from manufacturers all over the world.", "https://m.media-amazon.com/images/M/MV5BOGQ1M2Y4ZjMtNWRiNS00YTUzLTkxMzEtZjgzYmZjMGVlMzY5XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Jeremy Clarkson, James May, Richard Hammond", "2 nominations total", "", "United Kingdom, United States", "English", "", ""
"180", "Over the Garden Wall", "2014", "8.7", "91921", "Adventure,Animation,Comedy", "11", "tvMiniSeries", "https://www.imdb.com/title/tt3718778/", "TV-PG", "Two brothers find themselves lost in a mysterious land and try to find their way home.", "https://m.media-amazon.com/images/M/MV5BOTA2MTdhZmItODM3NS00ZmFlLWE4YWYtOWYxODBmNGU5YjRjXkEyXkFqcGc@._V1_SX300.jpg", "", "Katie Krentz, Patrick McHale", "Elijah Wood, Collin Dean, Melanie Lynskey", "Won 2 Primetime Emmys. 4 wins & 9 nominations total", "", "United States", "English", "", ""
"181", "Line of Duty", "2012", "8.7", "82259", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt2303687/", "TV-14", "Drama series following the investigations of AC-12, a controversial police anti-corruption unit tasked with bringing corrupt police officers to justice.", "https://m.media-amazon.com/images/M/MV5BMzRlZjUyZjItZmY2Ni00YjQzLWE4ZTktMGFjMmZkMGQ4ZTcxXkEyXkFqcGc@._V1_SX300.jpg", "", "Jed Mercurio", "Martin Compston, Vicky McClure, Adrian Dunbar", "Nominated for 13 BAFTA 21 wins & 61 nominations total", "", "United Kingdom", "English", "", ""
"182", "Friday Night Lights", "2006", "8.7", "80297", "Drama,Sport", "45", "tvSeries", "https://www.imdb.com/title/tt0758745/", "TV-14", "A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor.", "https://m.media-amazon.com/images/M/MV5BNzMxNzQwODItNDFiYy00YjFhLWJjMzUtYjc0Nzk5ZTI4ODA1XkEyXkFqcGc@._V1_SX300.jpg", "", "Peter Berg", "Kyle Chandler, Connie Britton, Zach Gilford", "Won 3 Primetime Emmys. 22 wins & 122 nominations total", "", "United States", "English", "", ""
"183", "Peep Show", "2003", "8.7", "74544", "Comedy", "25", "tvSeries", "https://www.imdb.com/title/tt0387764/", "TV-MA", "Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.", "https://m.media-amazon.com/images/M/MV5BNmQ0MGMwNjMtNmEyMC00OTA2LTg4YTEtNjBhNjNkYTgzMmZlXkEyXkFqcGc@._V1_SX300.jpg", "", "Jesse Armstrong, Sam Bain, Andrew O'Connor", "David Mitchell, Robert Webb, Matt King", "Won 2 BAFTA 9 wins & 37 nominations total", "", "United Kingdom", "English", "", ""
